final_dept_e,DPTSIZE_e,theme_en,theme_fr,question_name,question_value,total_respondants,total_w_resp,shr_w_resp
Public Prosecution Service of Canada,"Medium (500 to 1,999)",Awareness and understanding of political activities and non-partisanship,Connaissance et compréhension des activités politiques et de l’impartialité politique,ALL_20D_e,To a great extent,441,896.343,0.5974236425
Public Prosecution Service of Canada,"Medium (500 to 1,999)",Awareness and understanding of political activities and non-partisanship,Connaissance et compréhension des activités politiques et de l’impartialité politique,ALL_25_e,Yes,477,967.9519,0.0272560031
Public Prosecution Service of Canada,"Medium (500 to 1,999)",Awareness and understanding of political activities and non-partisanship,Connaissance et compréhension des activités politiques et de l’impartialité politique,ALL_25_e,No,477,967.9519,0.9727439969
Public Prosecution Service of Canada,"Medium (500 to 1,999)",Employees' number of years of experience,Nombre d'années d'expérience des employés,ALL_45_e,Less than 6 months,474,962.6188,0.0219017123
Public Prosecution Service of Canada,"Medium (500 to 1,999)",Employees' number of years of experience,Nombre d'années d'expérience des employés,ALL_45_e,6 months to less than 1 year,474,962.6188,0.0703752098
Public Prosecution Service of Canada,"Medium (500 to 1,999)",Employees' number of years of experience,Nombre d'années d'expérience des employés,ALL_45_e,1 year to less than 3 years,474,962.6188,0.1823620108
Public Prosecution Service of Canada,"Medium (500 to 1,999)",Employees' number of years of experience,Nombre d'années d'expérience des employés,ALL_45_e,3 years to less than 5 years,474,962.6188,0.1009179335
Public Prosecution Service of Canada,"Medium (500 to 1,999)",Employees' number of years of experience,Nombre d'années d'expérience des employés,ALL_45_e,5 or more years,474,962.6188,0.6244431337
Public Prosecution Service of Canada,"Medium (500 to 1,999)",Employees' number of years of experience,Nombre d'années d'expérience des employés,ALL_50_e,Less than a year,473,959.6321,0.0493584989
Public Prosecution Service of Canada,"Medium (500 to 1,999)",Employees' number of years of experience,Nombre d'années d'expérience des employés,ALL_50_e,1 year to less than 3 years,473,959.6321,0.1449976507
Public Prosecution Service of Canada,"Medium (500 to 1,999)",Employees' number of years of experience,Nombre d'années d'expérience des employés,ALL_50_e,3 years to less than 5 years,473,959.6321,0.09213385
Public Prosecution Service of Canada,"Medium (500 to 1,999)",Employees' number of years of experience,Nombre d'années d'expérience des employés,ALL_50_e,5 years to less than 10 years,473,959.6321,0.2669831491
Public Prosecution Service of Canada,"Medium (500 to 1,999)",Employees' number of years of experience,Nombre d'années d'expérience des employés,ALL_50_e,10 years or more,473,959.6321,0.4465268513
Public Prosecution Service of Canada,"Medium (500 to 1,999)",Employees' number of years of experience,Nombre d'années d'expérience des employés,ALL_55_e,Less than a year,474,962.2033,0.016899651
Public Prosecution Service of Canada,"Medium (500 to 1,999)",Employees' number of years of experience,Nombre d'années d'expérience des employés,ALL_55_e,1 year to less than 3 years,474,962.2033,0.0933618706
Public Prosecution Service of Canada,"Medium (500 to 1,999)",Employees' number of years of experience,Nombre d'années d'expérience des employés,ALL_55_e,3 years to less than 10 years,474,962.2033,0.3039506308
Public Prosecution Service of Canada,"Medium (500 to 1,999)",Employees' number of years of experience,Nombre d'années d'expérience des employés,ALL_55_e,10 years to less than 20 years,474,962.2033,0.4165372328
Public Prosecution Service of Canada,"Medium (500 to 1,999)",Employees' number of years of experience,Nombre d'années d'expérience des employés,ALL_55_e,20 years to less than 30 years,474,962.2033,0.1480374262
Public Prosecution Service of Canada,"Medium (500 to 1,999)",Employees' number of years of experience,Nombre d'années d'expérience des employés,ALL_55_e,30 years or more,474,962.2033,0.0212131885
Public Prosecution Service of Canada,"Medium (500 to 1,999)",Employees' number of years of experience,Nombre d'années d'expérience des employés,MAN_05_e,Less than a year,92,182.0502,0.1433038799
Public Prosecution Service of Canada,"Medium (500 to 1,999)",Employees' number of years of experience,Nombre d'années d'expérience des employés,MAN_05_e,1 to less than 5 years,92,182.0502,0.338431927
Public Prosecution Service of Canada,"Medium (500 to 1,999)",Employees' number of years of experience,Nombre d'années d'expérience des employés,MAN_05_e,5 to less than 10 years,92,182.0502,0.2559360001
Public Prosecution Service of Canada,"Medium (500 to 1,999)",Employees' number of years of experience,Nombre d'années d'expérience des employés,MAN_05_e,10 years or more,92,182.0502,0.262328193
Public Prosecution Service of Canada,"Medium (500 to 1,999)",Perception of the New Direction in Staffing,Perception de la Nouvelle orientation en dotation,MAN_10A_e,Yes,92,182.0502,0.2261030199
Public Prosecution Service of Canada,"Medium (500 to 1,999)",Perception of the New Direction in Staffing,Perception de la Nouvelle orientation en dotation,MAN_10A_e,No,92,182.0502,0.7738969801
Public Prosecution Service of Canada,"Medium (500 to 1,999)",Perception of the New Direction in Staffing,Perception de la Nouvelle orientation en dotation,MAN_10B_e,Yes,25,41.1621,1
Public Prosecution Service of Canada,"Medium (500 to 1,999)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_15_e,Yes,92,182.0502,0.4211558131
Public Prosecution Service of Canada,"Medium (500 to 1,999)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_15_e,No,92,182.0502,0.5788441869
Public Prosecution Service of Canada,"Medium (500 to 1,999)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_20A_e,0,35,64.8719,0.2261518469
Public Prosecution Service of Canada,"Medium (500 to 1,999)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_20A_e,1,35,64.8719,0.2621258203
Public Prosecution Service of Canada,"Medium (500 to 1,999)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_20A_e,2 to 4,35,64.8719,0.4480337403
Public Prosecution Service of Canada,"Medium (500 to 1,999)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_20A_e,5 or more,35,64.8719,0.0636885924
Public Prosecution Service of Canada,"Medium (500 to 1,999)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_20B_e,0,35,63.1178,0.1027776634
Public Prosecution Service of Canada,"Medium (500 to 1,999)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_20B_e,1,35,63.1178,0.3664718986
Public Prosecution Service of Canada,"Medium (500 to 1,999)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_20B_e,2 to 4,35,63.1178,0.503910149
Public Prosecution Service of Canada,"Medium (500 to 1,999)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_20B_e,5 or more,35,63.1178,0.0268402891
Public Prosecution Service of Canada,"Medium (500 to 1,999)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_20C_e,0,22,38.9762,0.5242019489
Public Prosecution Service of Canada,"Medium (500 to 1,999)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_20C_e,1,22,38.9762,0.3351737727
Public Prosecution Service of Canada,"Medium (500 to 1,999)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_20C_e,2 to 4,22,38.9762,0.0971592921
Public Prosecution Service of Canada,"Medium (500 to 1,999)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_20C_e,5 or more,22,38.9762,0.0434649863
Public Prosecution Service of Canada,"Medium (500 to 1,999)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_25A_e,Yes,40,74.234,0.7247703209
Public Prosecution Service of Canada,"Medium (500 to 1,999)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_25A_e,No,40,74.234,0.2752296791
Public Prosecution Service of Canada,"Medium (500 to 1,999)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_25B_e,Yes,40,74.234,0.7589271762
Public Prosecution Service of Canada,"Medium (500 to 1,999)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_25B_e,No,40,74.234,0.2410728238
Public Prosecution Service of Canada,"Medium (500 to 1,999)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_25C_e,Yes,40,74.234,0.0686477894
Public Prosecution Service of Canada,"Medium (500 to 1,999)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_25C_e,No,40,74.234,0.9313522106
Public Prosecution Service of Canada,"Medium (500 to 1,999)",Consideration of priority entitlements,Prise en considération des droits de priorité,MAN_35A_e,Yes,41,76.6715,0.1972988659
Public Prosecution Service of Canada,"Medium (500 to 1,999)",Consideration of priority entitlements,Prise en considération des droits de priorité,MAN_35A_e,No,41,76.6715,0.8027011341
Public Prosecution Service of Canada,"Medium (500 to 1,999)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_40A_e,Yes,41,76.6715,0.6397188003
Public Prosecution Service of Canada,"Medium (500 to 1,999)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_40A_e,No,41,76.6715,0.3602811997
Public Prosecution Service of Canada,"Medium (500 to 1,999)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_40BA_e,Yes,27,49.0482,0.6387023377
Public Prosecution Service of Canada,"Medium (500 to 1,999)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_40BA_e,No,27,49.0482,0.3612976623
Public Prosecution Service of Canada,"Medium (500 to 1,999)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_40BB_e,Yes,27,49.0482,0.58198466
Public Prosecution Service of Canada,"Medium (500 to 1,999)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_40BB_e,No,27,49.0482,0.41801534
